example_id,split,agreement_tier,dup_group
fpb:454f0cc4525ac3e9,train,all,fpb:454f0cc4525ac3e9
fpb:4551ac0553ed2d1a,dev,all,fpb:4551ac0553ed2d1a
fpb:455335aa1adca567,test,66,fpb:455335aa1adca567
fpb:4555059072838315,train,75,fpb:4555059072838315
fpb:4556669b346f6ab1,train,all,fpb:4556669b346f6ab1
fpb:455a4718f41e45e0,test,66,fpb:455a4718f41e45e0
fpb:455e02a5990364f0,test,75,fpb:455e02a5990364f0
fpb:458a8b714230efd6,train,66,fpb:458a8b714230efd6
fpb:45a5f8c4d331cde1,train,all,fpb:45a5f8c4d331cde1
fpb:45a846ddf06d985e,dev,66,fpb:45a846ddf06d985e
fpb:45aba0f423441063,train,all,fpb:45aba0f423441063
fpb:45b1aba6a86cebe8,train,75,fpb:45b1aba6a86cebe8
fpb:45b4d7d005c3205e,train,75,fpb:45b4d7d005c3205e
fpb:45c03ee28c4cfd40,train,50,fpb:45c03ee28c4cfd40
fpb:45db67d01c8c7d81,train,75,fpb:45db67d01c8c7d81
fpb:45e5009883903261,test,all,fpb:45e5009883903261
fpb:45ef35c1ebc8fdd0,train,75,fpb:45ef35c1ebc8fdd0
fpb:45f798c90bf4df5b,test,75,fpb:45f798c90bf4df5b
fpb:46010a95bcdf7248,test,75,fpb:46010a95bcdf7248
fpb:460e2ecf5be2b88a,train,75,fpb:460e2ecf5be2b88a
fpb:4613bdd31fefb8e0,train,all,fpb:4613bdd31fefb8e0
fpb:461b2f1a67410618,train,all,fpb:461b2f1a67410618
fpb:461e230d27a50e7e,test,all,fpb:461e230d27a50e7e
fpb:462138a787acdf8a,train,75,fpb:462138a787acdf8a
fpb:46229bd42f381bc6,train,75,fpb:46229bd42f381bc6
fpb:464553eccac95238,train,all,fpb:464553eccac95238
fpb:4665f969bb7795c2,train,all,fpb:4665f969bb7795c2
fpb:466838c530ae782a,test,all,fpb:466838c530ae782a
fpb:466f9f34eb866045,train,all,fpb:466f9f34eb866045
fpb:4674519e0b1c381b,train,75,fpb:4674519e0b1c381b
fpb:469999a709b0bb8a,train,all,fpb:469999a709b0bb8a
fpb:46a3ec658db6b9fb,train,75,fpb:46a3ec658db6b9fb
fpb:46abea18b532332e,test,all,fpb:46abea18b532332e
fpb:46ad5030cdb10c10,test,66,fpb:46ad5030cdb10c10
fpb:46b15602a3832d3a,test,75,fpb:46b15602a3832d3a
fpb:46b523d96ec61cc5,train,all,fpb:46b523d96ec61cc5
fpb:46da801115b4e3e1,train,all,fpb:46da801115b4e3e1
fpb:46ef03aa6a7507cb,train,all,fpb:46ef03aa6a7507cb
fpb:470017de72d843d3,dev,all,fpb:470017de72d843d3
fpb:470a41ee48bbe77a,test,all,fpb:470a41ee48bbe77a
fpb:470eb764d7fbb758,train,all,fpb:470eb764d7fbb758
fpb:471e28f94e7380af,test,50,fpb:471e28f94e7380af
fpb:473cf0d571bd53c3,train,50,fpb:473cf0d571bd53c3
fpb:474cdc1e229437bc,train,75,fpb:474cdc1e229437bc
fpb:474db688ae3bf6de,test,all,fpb:474db688ae3bf6de
fpb:474f77d1725656d5,train,75,fpb:474f77d1725656d5
fpb:4759b2ff3e5c35bc,train,all,fpb:4759b2ff3e5c35bc
fpb:475de7a957653b9c,train,75,fpb:475de7a957653b9c
fpb:4784fd5eda4fdac9,test,all,fpb:4784fd5eda4fdac9
fpb:4786b43579e635bb,train,75,fpb:4786b43579e635bb
fpb:4787ec5ba9454c99,train,all,fpb:4787ec5ba9454c99
fpb:478e1974dc8c8fd1,train,all,fpb:478e1974dc8c8fd1
fpb:47a85e8e1bebf969,dev,all,fpb:47a85e8e1bebf969
fpb:47ab67ed0aa7efdd,train,66,fpb:47ab67ed0aa7efdd
fpb:47b414d5ba59a52b,train,all,fpb:47b414d5ba59a52b
fpb:47b93c8376c8ed75,test,50,fpb:47b93c8376c8ed75
fpb:47c4f6a831d23316,train,all,fpb:47c4f6a831d23316
fpb:47c939ccb78f39fa,train,66,fpb:47c939ccb78f39fa
fpb:47cb5b015c9b6ffe,dev,75,fpb:47cb5b015c9b6ffe
fpb:47e588c1ad5c9668,train,50,fpb:47e588c1ad5c9668
fpb:47ecdb47758a13ae,train,75,fpb:47ecdb47758a13ae
fpb:47f4e0f4d0a7aecb,test,66,fpb:47f4e0f4d0a7aecb
fpb:47f77b8c2c34ad44,dev,all,fpb:47f77b8c2c34ad44
fpb:48037a7b41f83324,train,all,fpb:48037a7b41f83324
fpb:48056133d917981b,dev,all,fpb:48056133d917981b
fpb:4807feee6b5036ed,train,all,fpb:4807feee6b5036ed
fpb:4810c1951303a367,test,all,fpb:4810c1951303a367
fpb:48142029f90576d9,train,75,fpb:48142029f90576d9
fpb:481d79e21756a966,test,all,fpb:481d79e21756a966
fpb:481f9b72399c774f,train,all,fpb:481f9b72399c774f
fpb:482b6bf5de145ce7,train,75,fpb:482b6bf5de145ce7
fpb:4847d9a483b6a935,test,all,fpb:4847d9a483b6a935
fpb:484be689a26ef7a4,test,50,fpb:484be689a26ef7a4
fpb:487aa22fa45f01b5,dev,66,fpb:487aa22fa45f01b5
fpb:4896ccfcc2f98395,train,75,fpb:4896ccfcc2f98395
fpb:48b38a8a7d8b5ff1,dev,75,fpb:48b38a8a7d8b5ff1
fpb:48b40203a7ca9029,train,all,fpb:48b40203a7ca9029
fpb:48b8b5f86b60e515,train,all,fpb:48b8b5f86b60e515
fpb:48b95e49ce77773e,train,all,fpb:48b95e49ce77773e
fpb:48c7dc9530a51b07,test,75,fpb:48c7dc9530a51b07
fpb:48d05d7d7a478a5a,train,66,fpb:48d05d7d7a478a5a
fpb:48d11f130ae4d071,train,all,fpb:48d11f130ae4d071
fpb:48d50a82632cbc0f,train,75,fpb:48d50a82632cbc0f
fpb:48d6b25f98bf1a6f,train,50,fpb:48d6b25f98bf1a6f
fpb:48eac707791e2a0d,train,all,fpb:48eac707791e2a0d
fpb:48fc779143c3f5b2,train,50,fpb:48fc779143c3f5b2
fpb:48fd7341e284ae3f,test,50,fpb:48fd7341e284ae3f
fpb:49007380cc27ac9f,dev,50,fpb:49007380cc27ac9f
fpb:4905103cb5132e52,test,75,fpb:4905103cb5132e52
fpb:490c1f8154372eca,dev,75,fpb:490c1f8154372eca
fpb:490f013a0a13cf08,train,75,fpb:0c7b8177d0bf92c8
fpb:49255429f61dfd54,train,all,fpb:49255429f61dfd54
fpb:4927bd4f0c86316c,train,66,fpb:4927bd4f0c86316c
fpb:492a40d8d518dbff,dev,50,fpb:492a40d8d518dbff
fpb:4939e530440850b7,train,all,fpb:4939e530440850b7
fpb:4951855075746f1c,train,all,fpb:4951855075746f1c
fpb:495c0690a0ca54df,train,75,fpb:495c0690a0ca54df
fpb:49689040d7d8c4d0,train,66,fpb:49689040d7d8c4d0
fpb:496b28c5cb96e703,test,all,fpb:496b28c5cb96e703
fpb:496df4c0ad717848,train,75,fpb:496df4c0ad717848
fpb:497d11dde7079102,dev,75,fpb:497d11dde7079102
fpb:498519aa3a67751b,train,all,fpb:498519aa3a67751b
fpb:498f0f67a3d9bf3b,train,all,fpb:498f0f67a3d9bf3b
fpb:498ff07fda256dad,dev,75,fpb:498ff07fda256dad
fpb:49950f6e3e54138f,train,all,fpb:49950f6e3e54138f
fpb:49b6f42d33d32ee6,train,66,fpb:49b6f42d33d32ee6
fpb:49ba22efc7d180d6,train,all,fpb:49ba22efc7d180d6
fpb:4a055dcd9ec47e3c,train,all,fpb:4a055dcd9ec47e3c
fpb:4a12b77005ad6ef5,test,75,fpb:4a12b77005ad6ef5
fpb:4a2a50b9a5e2c943,train,all,fpb:4a2a50b9a5e2c943
fpb:4a3e1fd5a973b38e,train,all,fpb:4a3e1fd5a973b38e
fpb:4a43cbb4982f4d1b,train,all,fpb:4a43cbb4982f4d1b
fpb:4a58536cf4201c0c,train,66,fpb:4a58536cf4201c0c
fpb:4a588721231f5627,train,75,fpb:4a588721231f5627
fpb:4a58ea77f1ea9856,test,75,fpb:4a58ea77f1ea9856
fpb:4a5e9ff2af857e92,train,50,fpb:4a5e9ff2af857e92
fpb:4a68c87e902f8f86,test,75,fpb:4a68c87e902f8f86
fpb:4a70c8ca5a966a6e,train,75,fpb:4a70c8ca5a966a6e
fpb:4a765ab762a40ba3,train,all,fpb:4a765ab762a40ba3
fpb:4a7b99ea2bb33217,train,66,fpb:4a7b99ea2bb33217
fpb:4a7d1598d254000b,train,all,fpb:4a7d1598d254000b
fpb:4aa73f2776609072,train,75,fpb:4aa73f2776609072
fpb:4aab609335c6efc5,train,all,fpb:4aab609335c6efc5
fpb:4aaebe8d0ea36ec8,train,all,fpb:4aaebe8d0ea36ec8
fpb:4aaf17f4784b481e,dev,all,fpb:4aaf17f4784b481e
fpb:4aba2a7e20f36c7e,train,66,fpb:4aba2a7e20f36c7e
fpb:4abaed8895c28f6b,train,66,fpb:4abaed8895c28f6b
fpb:4ad12bdefedd106d,train,all,fpb:4ad12bdefedd106d
fpb:4af7a022501931a6,train,75,fpb:4af7a022501931a6
fpb:4afaab56b32d454e,train,all,fpb:4afaab56b32d454e
fpb:4b064f66b74fac8d,dev,66,fpb:4b064f66b74fac8d
fpb:4b0ad620d101fade,train,all,fpb:4b0ad620d101fade
fpb:4b0fb4782c092960,train,75,fpb:4b0fb4782c092960
fpb:4b19ff9402f6dfc1,train,66,fpb:4b19ff9402f6dfc1
fpb:4b35cad934519cc0,train,66,fpb:4b35cad934519cc0
fpb:4b7982c71d4dec59,train,all,fpb:4b7982c71d4dec59
fpb:4b863734acdbdfe8,train,all,fpb:4b863734acdbdfe8
fpb:4b9f8b3daa8b4508,train,all,fpb:4b9f8b3daa8b4508
fpb:4ba2b787d5dd9f3d,test,66,fpb:4ba2b787d5dd9f3d
fpb:4bb05a21f26ebace,test,75,fpb:4bb05a21f26ebace
fpb:4bb6d68bd9c88e77,train,all,fpb:4bb6d68bd9c88e77
fpb:4bbdf246f4e05129,train,all,fpb:4bbdf246f4e05129
fpb:4bdfd097a51e6f67,train,66,fpb:4bdfd097a51e6f67
fpb:4be15309c1e67430,train,all,fpb:4be15309c1e67430
fpb:4be444ba97235408,train,50,fpb:4be444ba97235408
fpb:4be6792542cbcd6e,train,all,fpb:4be6792542cbcd6e
fpb:4bf0411561a25b05,train,66,fpb:4bf0411561a25b05
fpb:4c05ea1343447245,train,all,fpb:4c05ea1343447245
fpb:4c5261d415255ae8,train,all,fpb:4c5261d415255ae8
fpb:4c5a30c820b271d0,train,all,fpb:4c5a30c820b271d0
fpb:4c6bd47244754a6f,train,66,fpb:4c6bd47244754a6f
fpb:4c6d9c44bab78168,train,all,fpb:4c6d9c44bab78168
fpb:4c6ee3e8c34c9605,test,66,fpb:4c6ee3e8c34c9605
fpb:4c877daa7c1d4e47,train,all,fpb:4c877daa7c1d4e47
fpb:4c8cdb9a6b511355,test,66,fpb:4c8cdb9a6b511355
fpb:4c9b5981f57df2d9,dev,66,fpb:4c9b5981f57df2d9
fpb:4cad5af16e36cf8e,train,all,fpb:4cad5af16e36cf8e
fpb:4cb6a5f5315bdaea,train,all,fpb:4cb6a5f5315bdaea
fpb:4cba43851168e66b,train,all,fpb:4cba43851168e66b
fpb:4cd87b065f759d07,train,all,fpb:4cd87b065f759d07
fpb:4cde95ea0e40186a,train,all,fpb:4cde95ea0e40186a
fpb:4cf1892ca72653f0,test,75,fpb:4cf1892ca72653f0
fpb:4d2382d216e5f3f1,train,all,fpb:06ae7a7433c9cdb7
fpb:4d287048e21b7ea5,dev,66,fpb:4d287048e21b7ea5
fpb:4d39aec16e0408e5,test,all,fpb:4d39aec16e0408e5
fpb:4d40f60d4f3a3b49,train,75,fpb:4d40f60d4f3a3b49
fpb:4d45ce9c5ae78532,train,all,fpb:4d45ce9c5ae78532
fpb:4d5ad16ed838e4aa,train,50,fpb:4d5ad16ed838e4aa
fpb:4d698b84d89d7d39,test,all,fpb:4d698b84d89d7d39
fpb:4d78e6300922b039,train,50,fpb:4d78e6300922b039
fpb:4d84b4d137183656,test,50,fpb:4d84b4d137183656
fpb:4d95c062c3483a2d,train,75,fpb:4d95c062c3483a2d
fpb:4d97f761a0731bcc,train,all,fpb:4d97f761a0731bcc
fpb:4d9eaf65a5bf08df,train,50,fpb:4d9eaf65a5bf08df
fpb:4db68fd1db4410e6,test,all,fpb:4db68fd1db4410e6
fpb:4dbf98f0e490db5b,train,all,fpb:4dbf98f0e490db5b
fpb:4dc76dcfccee0ae2,test,50,fpb:4dc76dcfccee0ae2
fpb:4dcc77c1d2c4c9eb,train,75,fpb:4dcc77c1d2c4c9eb
fpb:4dce49e1a6f0ae46,train,all,fpb:4dce49e1a6f0ae46
fpb:4dda8e18d8834f7d,dev,50,fpb:4dda8e18d8834f7d
fpb:4ddfce5bc6998c00,test,50,fpb:4ddfce5bc6998c00
fpb:4dedb662414bb51a,test,50,fpb:4dedb662414bb51a
fpb:4dfce65e8355a910,test,75,fpb:4dfce65e8355a910
fpb:4e00ca556f8bcf58,train,all,fpb:4e00ca556f8bcf58
fpb:4e023bfa86996ab2,train,75,fpb:4e023bfa86996ab2
fpb:4e0b24659b486f66,dev,all,fpb:4e0b24659b486f66
fpb:4e2db68af4da78cc,train,50,fpb:4e2db68af4da78cc
fpb:4e2f54937a3ac2d4,train,all,fpb:4e2f54937a3ac2d4
fpb:4e44554e68869d45,train,66,fpb:4e44554e68869d45
fpb:4e4f2730c1c6aab0,test,50,fpb:4e4f2730c1c6aab0
fpb:4e57a644cd8b9029,train,all,fpb:4e57a644cd8b9029
fpb:4e5aa1393d3c8993,train,50,fpb:4e5aa1393d3c8993
fpb:4e620a40ff5ae921,train,all,fpb:4e620a40ff5ae921
fpb:4e89fc25b18e0fd0,train,66,fpb:4e89fc25b18e0fd0
fpb:4e8b0ee525f6e3d9,test,all,fpb:4e8b0ee525f6e3d9
fpb:4e92190cb3c2febe,train,all,fpb:4e92190cb3c2febe
fpb:4eac2c97338c2ff7,train,all,fpb:4eac2c97338c2ff7
fpb:4eb4a5cfd1d3a27e,train,66,fpb:4eb4a5cfd1d3a27e
fpb:4ecb76e7fdc2cda2,train,all,fpb:4ecb76e7fdc2cda2
fpb:4edd89dc30462a88,train,75,fpb:4edd89dc30462a88
fpb:4ee00864912421ba,train,66,fpb:4ee00864912421ba
fpb:4ee23a968b6f3a26,train,75,fpb:4ee23a968b6f3a26
fpb:4eea3078eb82e2e7,train,all,fpb:4eea3078eb82e2e7
fpb:4ef8a2ca94783a92,train,all,fpb:4ef8a2ca94783a92
fpb:4f00261ae1971039,train,75,fpb:4f00261ae1971039
fpb:4f11d262fa1119f9,train,50,fpb:4f11d262fa1119f9
fpb:4f27ffc416cede78,train,all,fpb:4f27ffc416cede78
fpb:4f47e4f00c6677f2,train,all,fpb:4f47e4f00c6677f2
fpb:4f782d9230454bb8,test,all,fpb:4f782d9230454bb8
fpb:4f81dc385c9ed547,train,all,fpb:4f81dc385c9ed547
fpb:4f96509acedf371d,train,75,fpb:4f96509acedf371d
fpb:4fdfdc8ab21374c0,train,all,fpb:4fdfdc8ab21374c0
fpb:4fe51b9b0c15f356,train,66,fpb:4fe51b9b0c15f356
fpb:50288ebc9b8b3aa0,test,75,fpb:177225fd94f63699
fpb:5035725479ee636c,dev,all,fpb:5035725479ee636c
fpb:503ccc95041f0bad,train,50,fpb:503ccc95041f0bad
fpb:5047cae06220fe42,test,all,fpb:5047cae06220fe42
fpb:504dc5d7d19c9a59,train,all,fpb:504dc5d7d19c9a59
fpb:505a06a61d351fb2,train,66,fpb:505a06a61d351fb2
fpb:506c676f5b67fb6e,test,all,fpb:506c676f5b67fb6e
fpb:506d794db7550535,train,75,fpb:506d794db7550535
fpb:50773d62f4bbf18c,dev,75,fpb:50773d62f4bbf18c
fpb:5085966306dc7674,train,66,fpb:5085966306dc7674
fpb:5091a48fecd78727,train,all,fpb:5091a48fecd78727
fpb:5091ed7209d2455d,train,66,fpb:5091ed7209d2455d
fpb:50af1062f4a629b0,train,all,fpb:50af1062f4a629b0
fpb:50b99921d77e9b06,train,75,fpb:50b99921d77e9b06
fpb:50bc60bf493507ef,train,66,fpb:50bc60bf493507ef
fpb:50bdf0746480a7d5,train,all,fpb:50bdf0746480a7d5
fpb:50c29d6307860184,train,all,fpb:50c29d6307860184
fpb:50fb7e50a0594613,train,all,fpb:50fb7e50a0594613
fpb:510532a2da761c5e,train,all,fpb:510532a2da761c5e
fpb:510b7bf1c00f7a6f,train,all,fpb:510b7bf1c00f7a6f
fpb:5114db12a591ebdc,train,66,fpb:5114db12a591ebdc
fpb:512220201bf48728,train,all,fpb:512220201bf48728
fpb:5126413394ba740a,train,50,fpb:5126413394ba740a
fpb:51269bf1120bb3fc,test,all,fpb:51269bf1120bb3fc
fpb:51342bee8dade07a,train,all,fpb:51342bee8dade07a
fpb:5146604ce5f84934,dev,66,fpb:5146604ce5f84934
fpb:51721ed39f3ddbee,test,all,fpb:51721ed39f3ddbee
fpb:5184957682c1a14e,train,all,fpb:5184957682c1a14e
fpb:51a484eb19b1659c,dev,66,fpb:51a484eb19b1659c
fpb:51a6ea4549cbfc1b,train,all,fpb:51a6ea4549cbfc1b
fpb:51b3957b1cecea4e,test,all,fpb:51b3957b1cecea4e
fpb:51b9e26e3c06bee8,train,66,fpb:51b9e26e3c06bee8
fpb:51bd0ebf94a55c08,train,all,fpb:51bd0ebf94a55c08
fpb:51ee0c4fb63062ab,test,75,fpb:51ee0c4fb63062ab
fpb:51f35f45781cef38,train,all,fpb:51f35f45781cef38
fpb:521b58c0edda1559,train,75,fpb:521b58c0edda1559
fpb:521bb003d60a96d2,test,all,fpb:521bb003d60a96d2
fpb:522cb38a71ebd9bd,train,75,fpb:522cb38a71ebd9bd
fpb:52408fd46ddec626,train,all,fpb:52408fd46ddec626
fpb:524653f21f9831ea,train,all,fpb:524653f21f9831ea
fpb:52a1014b4914c116,train,all,fpb:52a1014b4914c116
fpb:52a3f938f043b43c,train,all,fpb:52a3f938f043b43c
fpb:52acb673ad8c7d02,test,66,fpb:52acb673ad8c7d02
fpb:52b315fd1001fd82,train,66,fpb:52b315fd1001fd82
fpb:52b7302540fa7629,test,50,fpb:52b7302540fa7629
fpb:52ead86b9afddad1,train,66,fpb:52ead86b9afddad1
fpb:52f4bea029c0ddb9,train,all,fpb:52f4bea029c0ddb9
fpb:5312a476e067b56a,dev,75,fpb:5312a476e067b56a
fpb:5332cf8982392b9e,train,50,fpb:5332cf8982392b9e
fpb:53568a86dc795689,train,all,fpb:53568a86dc795689
fpb:5367271d00b011aa,train,50,fpb:5367271d00b011aa
fpb:53699c014074e02e,train,75,fpb:53699c014074e02e
fpb:5375adde77775b51,train,all,fpb:5375adde77775b51
fpb:5389eecfbac185a6,dev,66,fpb:5389eecfbac185a6
fpb:538ac85fcec4f841,train,50,fpb:538ac85fcec4f841
fpb:53949d9b0506e8b1,dev,all,fpb:53949d9b0506e8b1
fpb:53af1e724da7e02c,train,50,fpb:53af1e724da7e02c
fpb:53b1f59337ea6df2,train,66,fpb:49950f6e3e54138f
fpb:53d7a6141da347ab,train,50,fpb:53d7a6141da347ab
fpb:53d92001463c7e0e,train,all,fpb:53d92001463c7e0e
fpb:53ed535eb68a35a3,train,all,fpb:53ed535eb68a35a3
fpb:540202f6a7497601,train,all,fpb:540202f6a7497601
fpb:54024b72644ffb00,dev,all,fpb:54024b72644ffb00
fpb:54036ffedea19819,train,50,fpb:54036ffedea19819
fpb:540d03b44c528d50,train,50,fpb:540d03b44c528d50
fpb:5427594d4f1ce85a,train,75,fpb:5427594d4f1ce85a
fpb:543a664f1fd2fb22,dev,66,fpb:543a664f1fd2fb22
fpb:5461636b801a1e07,train,75,fpb:5461636b801a1e07
fpb:54649acd406fab19,test,all,fpb:54649acd406fab19
fpb:5476fc72a882c0c9,train,all,fpb:5476fc72a882c0c9
fpb:548ae891afec8e88,test,66,fpb:548ae891afec8e88
fpb:54a0dafd056058a9,train,75,fpb:54a0dafd056058a9
fpb:54b9160edd65e2de,test,50,fpb:54b9160edd65e2de
fpb:54bcba9a553f539e,train,all,fpb:54bcba9a553f539e
fpb:54d5256f8aff1bda,dev,75,fpb:54d5256f8aff1bda
fpb:54e3cb27a0dda8b1,train,all,fpb:54e3cb27a0dda8b1
fpb:54f946a4935ea3eb,train,75,fpb:54f946a4935ea3eb
fpb:5508eb2f63820048,train,75,fpb:5508eb2f63820048
fpb:550c19998c0a3392,train,50,fpb:550c19998c0a3392
fpb:552d8c15e4d461ee,train,all,fpb:552d8c15e4d461ee
fpb:5530b4a8b444ccd0,test,all,fpb:5530b4a8b444ccd0
fpb:55605945eb548dd8,train,66,fpb:55605945eb548dd8
fpb:5560bcf79096cc03,test,75,fpb:5560bcf79096cc03
fpb:556e66a00f8c3f7f,train,66,fpb:556e66a00f8c3f7f
fpb:5576ebc4c089ab5e,train,50,fpb:5576ebc4c089ab5e
fpb:557d82bd2fd51a95,test,50,fpb:557d82bd2fd51a95
fpb:558ba60766a39dbd,train,75,fpb:558ba60766a39dbd
fpb:558e98f1cab4028c,train,50,fpb:558e98f1cab4028c
fpb:5590c73cffc1573d,train,75,fpb:5590c73cffc1573d
fpb:5594a740521fe92a,train,75,fpb:5594a740521fe92a
fpb:55a1870d101feee2,train,66,fpb:55a1870d101feee2
fpb:55a3646591c715e3,test,66,fpb:55a3646591c715e3
fpb:55ad2f884521e7e8,dev,66,fpb:55ad2f884521e7e8
fpb:55b24f3e8eed57a4,test,75,fpb:55b24f3e8eed57a4
fpb:55e0fa749777e1aa,test,50,fpb:55e0fa749777e1aa
fpb:55e3d1104fe5c385,test,66,fpb:55e3d1104fe5c385
fpb:55fd04adbf6eb9bc,test,75,fpb:55fd04adbf6eb9bc
fpb:5603566fbf58dfd7,train,66,fpb:5603566fbf58dfd7
fpb:5604af98f5da2982,train,66,fpb:5604af98f5da2982
fpb:560c35392f1ee7f9,train,75,fpb:560c35392f1ee7f9
fpb:56192a9db278c9bd,train,75,fpb:56192a9db278c9bd
fpb:562ad6b27700c78c,test,all,fpb:562ad6b27700c78c
fpb:5636e8987a498828,train,75,fpb:5636e8987a498828
fpb:5641a8ab5849b969,test,50,fpb:5641a8ab5849b969
fpb:5641cacb1472da21,test,all,fpb:5641cacb1472da21
fpb:5647a4b2a959ab38,train,all,fpb:5647a4b2a959ab38
fpb:565f4a318aafa9e0,dev,all,fpb:565f4a318aafa9e0
fpb:566628a91f0e01e4,test,66,fpb:566628a91f0e01e4
fpb:569a788dfc033b7a,train,50,fpb:569a788dfc033b7a
fpb:569bb495cab52d75,train,all,fpb:569bb495cab52d75
fpb:56af30ad93462161,dev,all,fpb:56af30ad93462161
fpb:56bb01a3555f0aff,test,all,fpb:56bb01a3555f0aff
fpb:56d0418f4ce5a721,test,all,fpb:56d0418f4ce5a721
fpb:56db8e853a8e0af0,test,66,fpb:56db8e853a8e0af0
fpb:56df14607ed64c37,test,50,fpb:56df14607ed64c37
fpb:56ebf2466bb12204,test,75,fpb:56ebf2466bb12204
fpb:56f899b04cf0841a,train,66,fpb:56f899b04cf0841a
fpb:57086bb4f78a9b98,train,all,fpb:57086bb4f78a9b98
fpb:570c5f91bb95515e,train,all,fpb:570c5f91bb95515e
fpb:571316a747028f70,train,all,fpb:571316a747028f70
fpb:57161e1484a11450,train,75,fpb:57161e1484a11450
fpb:57162b96a8870366,train,75,fpb:57162b96a8870366
fpb:573a6b850ce9d973,test,all,fpb:573a6b850ce9d973
fpb:574d98b8e0c1bdd1,train,66,fpb:574d98b8e0c1bdd1
fpb:5752e822d9944412,train,all,fpb:5752e822d9944412
fpb:575475db12661855,dev,75,fpb:575475db12661855
fpb:57712a4976cf145b,test,66,fpb:57712a4976cf145b
fpb:57741ea2e015fbbd,train,all,fpb:57741ea2e015fbbd
fpb:5776eeb18de99865,dev,66,fpb:5776eeb18de99865
fpb:57beb0e88b9791a4,train,66,fpb:57beb0e88b9791a4
fpb:57c689c99b5f1955,train,75,fpb:57c689c99b5f1955
fpb:57d9741379d09729,test,all,fpb:57d9741379d09729
fpb:581579ce5d5772eb,test,all,fpb:581579ce5d5772eb
fpb:5817f5bc16b67c5a,train,50,fpb:5817f5bc16b67c5a
fpb:58244515db4e5e23,train,66,fpb:58244515db4e5e23
fpb:58461124a8928a59,train,75,fpb:58461124a8928a59
fpb:58509e9ba694b939,test,66,fpb:58509e9ba694b939
fpb:5863bf1baf5b3a86,test,66,fpb:5863bf1baf5b3a86
fpb:58756be42b7f6ff8,train,all,fpb:58756be42b7f6ff8
fpb:587c0d67aa024d91,test,all,fpb:587c0d67aa024d91
fpb:58a8fc65e29b5b61,test,all,fpb:58a8fc65e29b5b61
fpb:58afda8538ecc680,train,all,fpb:58afda8538ecc680
fpb:58b283f4be839d99,test,66,fpb:58b283f4be839d99
fpb:58ba1237b3dd9a33,train,all,fpb:58ba1237b3dd9a33
fpb:58ba337a78129b09,dev,all,fpb:58ba337a78129b09
fpb:58bc43c11f0a7a92,train,all,fpb:58bc43c11f0a7a92
fpb:58ccfeff13ade57e,train,75,fpb:58ccfeff13ade57e
fpb:58d05acfeb61df8e,train,66,fpb:58d05acfeb61df8e
fpb:58df596c3603add1,train,all,fpb:58df596c3603add1
fpb:58e56358d35a01fc,train,75,fpb:58e56358d35a01fc
fpb:58e74754af1e665e,train,all,fpb:58e74754af1e665e
fpb:590cb20e69ee191f,train,all,fpb:590cb20e69ee191f
fpb:591703ebebfe57ba,test,50,fpb:591703ebebfe57ba
fpb:591db7e60258007d,test,all,fpb:591db7e60258007d
fpb:591e40f520ba1bcf,train,all,fpb:591e40f520ba1bcf
fpb:591ec65eb87d9fe3,train,50,fpb:591ec65eb87d9fe3
fpb:592181ade3115b79,test,all,fpb:592181ade3115b79
fpb:5939d24d80b413da,train,all,fpb:5939d24d80b413da
fpb:594159b2b72c2df8,test,all,fpb:594159b2b72c2df8
fpb:5953118f211da66d,train,all,fpb:5953118f211da66d
fpb:59564ffff4ae6415,train,66,fpb:59564ffff4ae6415
fpb:5959bcfeb4e08d7e,train,all,fpb:5959bcfeb4e08d7e
fpb:595cba6054dc18f3,train,66,fpb:595cba6054dc18f3
fpb:5965dd6628cb7f87,train,50,fpb:5965dd6628cb7f87
fpb:598134123317ff85,train,all,fpb:598134123317ff85
fpb:5993af0ee923f3ed,dev,66,fpb:5993af0ee923f3ed
fpb:599810567b85371a,train,75,fpb:599810567b85371a
fpb:599870bff4cca3de,train,all,fpb:599870bff4cca3de
fpb:59c5e067700057bf,train,66,fpb:59c5e067700057bf
fpb:59d385890f9ef93a,train,all,fpb:59d385890f9ef93a
fpb:59d5fbbadbd638c6,dev,all,fpb:59d5fbbadbd638c6
fpb:59d694ba419f60b6,test,all,fpb:59d694ba419f60b6
fpb:59ff12d8fcfb3a24,train,all,fpb:59ff12d8fcfb3a24
fpb:5a04624e7d8b72ee,train,75,fpb:5a04624e7d8b72ee
fpb:5a1d0ed893ce69d8,train,all,fpb:5a1d0ed893ce69d8
fpb:5a1e6c2359c39f5f,train,all,fpb:5a1e6c2359c39f5f
fpb:5a2139362a32f242,dev,75,fpb:5a2139362a32f242
fpb:5a288e56846fe6d4,train,all,fpb:5a288e56846fe6d4
fpb:5a3ae3bb69e66d16,train,all,fpb:5a3ae3bb69e66d16
fpb:5a40ebdcca349a17,dev,66,fpb:5a40ebdcca349a17
fpb:5a45045b8833b32f,train,50,fpb:5a45045b8833b32f
fpb:5a48df096b58b348,test,all,fpb:5a48df096b58b348
fpb:5a64c304ab2d078b,train,50,fpb:5a64c304ab2d078b
fpb:5a7d782bbcc0d722,train,all,fpb:5a7d782bbcc0d722
fpb:5ab0d467fb49ab0c,dev,all,fpb:5ab0d467fb49ab0c
fpb:5ab906d186bbd2dd,train,all,fpb:5ab906d186bbd2dd
